Sentence,jfr,jannik,MaxK,student1,student2,arjen
"Level 0 data is the science data at packet level, after restoration of the packet-wise chronological data sequence for a given instrument.",1,,,,,
"Level 1 describes, for a given instrument, a variety of different data sub-levels that are related to Instrument Data Processing (IDP).",0,,,,,
At level 1b radiance samples are associated with a particular spatial sample.,0,,,,,
The spatial samples may then be rectified to form pixels located at fixed positions in the reference grid giving the level 1c data.,0,,,,,
"Level 1a data is level 0 science data in counts after removal from the packets, whilst maintaining the spatio-temporal sequencing of the data.",1,,,,,
Level 1c data is level 1b science data rectified to a reference grid.,0,,,,,
"Level 2 relates to level 1b or level 1c science data converted to geophysical values (temperature, humidity, radiative flux…) during application ground processing.",1,,,,,
For reference grids of differing resolutions the grids are aligned as given in Figure 4 i.e. the fine grid pixel centres are offset by half the smaller spatial sampling angle from the coarse grid pixel centres in both λ S and ϕ S. See Figure 5.,1,,,,,
The points are defined using the same projection as the reference grid.,1,,,,,
"Full Disc Coverage (FDC) is defined as the maximum area of coverage required from an instrument, particularly if this involves the complete coverage of the Earth disc.",1,,,,,
In cases where more than one LAC zone are in use the LAC zones should be numbered from south to north starting from 1; see Figure 6 and Figure 7.,1,,,,,
The dwells within a LAC zone are numbered in the order of acquisition starting from 1; see Figure 10.,1,,,,,
Dwell coverage is the area covered by all spatial samples of the spectral soundings collected during the same acquisition time.,1,,,,,
A swath is defined as the area covered by the spatial samples collected during a single east to west or west to east scan of a scanning instrument.,1,,,,,
The repeat cycle is defined as the time elapsed between the start of two consecutive sets of images taken in all spectral channels covering the same defined coverage.,0,,,,,
The repeat cycle is defined as the time elapsed between the start of the data acquisition for two consecutive LAC zones.,0,,,,,
The repeat cycle is defined as the time elapsed between the start of the data acquisition for two consecutive LI background radiance images.,0,,,,,
"In above definition, consecutive should be interpreted as temporally consecutive.",0,,,,,
"For data from other sources (e.g. LI triggered event or from satellite platform), an accumulation interval may be defined.",1,,,,,
The detector element responds to incoming radiation to produce a signal that can be converted from an analogue to a digital format.,0,,,,,
"A lightning optical pulse is produced by an electric discharge within or below a cloud, where the optical radiation is emitted from the hot lightning channel.",1,,,,,
For the FCI: A radiance sample is deemed a missing sample if either no measurement has been returned or the difference between its radiometric error and the radiometric accuracy is more than N times the specified radiometric noise for a specific repeat cycle.,1,,,,,
"For the IRS: A spectral sounding is deemed a missing sounding if either no measurement has been returned or a fraction of the spectral channels greater than M, within the considered spectral band, have associated radiance samples where the difference between the radiometric error and the radiometric accuracy is more than N times the specified radiometric noise, for a specific repeat cycle.",1,,,,,
The parameters M and N are given in the requirement for missing sounding.,1,,,,,
The term spectral variable will be used in all the statements that are applicable to any one of the above mentioned quantities.,0,,,,,
The spectral range is defined as the complete spectral domain over which the instrument is able to produce calibrated measurements.,0,,,,,
A spectral band is a subset of the spectral range of an instrument that has associated common properties and is contiguous.,0,,,,,
