Sentence,jfr,jannik,MaxK,student1,student2,arjen
All members agreed that a UAB allows more detailed discussions of critical items than possible in a larger user workshop.,,,,,,1
It was also stated that the Copernicus User Forum based on national representation is too remote from the individual services.,,,,,,0
For both reasons it was concluded that a UAB within the CAMS service would be worthwhile also in the future.,,,,,,0
PASODBLE is an FP7 GMES atmosphere downstream project closely related to MACC.,,,,,,0
"Its goal is to develop and demonstrate user-driven downstream information services for the regional and local air quality sector by combining space-based data, in-situ data and models - health community support for people at risk, hospitals, pharmacies and doctors - public forecasting and assessment support for agencies, tourist industries and sport event - compliance monitoring support on particulate matter for regional environmental agencies - local forecast model evaluation support for local authorities and city bodies Europe: air quality (forecasts and reanalyses), aerosol (SAT), UV, emissions.",,,,,,1
G-STEP is a University of Leicester based knowledge-exchange hub.,,,,,,0
"The aim of G-STEP is to support the exploitation of Earth Observation data and information in order to assist business, research and public sector organisations.",,,,,,1
"G-Step will use European Union and European Space Agency (GMES) data and programmes, supplied from satellite, aerial and ground based observations.",,,,,,0
One primary goal of G-STEP is to exploit these GMES technologies and the wider R&D base to advance business innovation and competitiveness.,,,,,,0
The project ENDORSE aims at a user-driven development of downstream services in renewable energies by exploiting the GMES Core Services together with other EO/in-situ data and modelling.,,,,,,1
"It addresses regional services promoting the energy use from sun, wind, and biomass, electricity grid management and building engineering through daylighting in buildings.",,,,,,0
"Further downstream service projects are emerging or have already started: EVOSS (European Volcano Obervarory Space Service), Carbones, ObsAIRve (local air quality information distribution), EURO4M (FP7 2nd space call) and later ones may be added from the FP 7 3rd space call.",,,,,,0
